"country	country_code	ETS information	main activity sector name	unit	value	year"
"Austria	AT	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	51569417	Total 1st trading period (05-07)"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	22  Production of coke	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	8376849	Total 1st trading period (05-07)"
"Austria	AT	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	644242	Total 1st trading period (05-07)"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	1496391	Total 1st trading period (05-07)"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	35 Production of pulp	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	4458269	Total 1st trading period (05-07)"
"Belgium	BE	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21  Refining of mineral oil	tonne of CO2 equ.	1410726	2014"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21  Refining of mineral oil	tonne of CO2 equ.	1385117	2015"
"Lithuania	LT	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	2102763	2009"
"Lithuania	LT	4. Total surrendered units	21  Refining of mineral oil	tonne of CO2 equ.	2090742	2008"
"Lithuania	LT	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3615892	2006"
"Lithuania	LT	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3586341	2009"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3615892	2006"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3586341	2009"
"Lithuania	LT	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	5340164	2013"
"Lithuania	LT	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	5318963	2014"
"Lithuania	LT	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	5505118	2015"
"Lithuania	LT	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	2823388	2011"
"Lithuania	LT	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	2986629	2012"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2008"
"Lithuania	LT	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	585206	2009"
"Lithuania	LT	4.1 Surrendered EU allowances (EUAs and EUAAs)	29 Production of cement clinker	tonne of CO2 equ.	902179	2008"
"Lithuania	LT	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	157986	2006"
"Lithuania	LT	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	46153	2014"
"Lithuania	LT	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	45328	2015"
"Lithuania	LT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2013"
"Lithuania	LT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2014"
"Lithuania	LT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2015"
"Lithuania	LT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2019"
"Lithuania	LT	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	25164	2010"
"Lithuania	LT	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	25236	2017"
"Lithuania	LT	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2018"
"Lithuania	LT	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	51564	2011"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2007"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2008"
"Lithuania	LT	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	45455	2011"
"Lithuania	LT	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	61918	2012"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	31 Manufacture of glass	tonne of CO2 equ.	45456	2009"
"Lithuania	LT	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	74835	2005"
"Lithuania	LT	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	0	2007"
"Lithuania	LT	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	0	2008"
"Lithuania	LT	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	52065	2005"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	48322	2011"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	48322	2012"
"Lithuania	LT	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	30538	2007"
"Lithuania	LT	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	25853	2008"
"Lithuania	LT	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	29845	2006"
"Lithuania	LT	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	9409	2009"
"Lithuania	LT	1.1 Freely allocated allowances	33 Manufacture of mineral wool	tonne of CO2 equ.	70149	2009"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	33 Manufacture of mineral wool	tonne of CO2 equ.	70149	2010"
"Lithuania	LT	2. Verified emissions	33 Manufacture of mineral wool	tonne of CO2 equ.	68585	2013"
"Hungary	HU	2. Verified emissions	25 Production or processing of ferrous metals	tonne of CO2 equ.	1098112	Total 3rd trading period (13-20)"
"Hungary	HU	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1735848	Total 3rd trading period (13-20)"
"Hungary	HU	1.1.1 Free allocation to existing entities (Art. 10a(1))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1735848	Total 3rd trading period (13-20)"
"Hungary	HU	2. Verified emissions	36 Production of paper or cardboard	tonne of CO2 equ.	1528278	Total 3rd trading period (13-20)"
"Hungary	HU	2. Verified emissions	37 Production of carbon black	tonne of CO2 equ.	1353661	Total 3rd trading period (13-20)"
"Hungary	HU	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	42 Production of bulk chemicals	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Hungary	HU	1.1 Freely allocated allowances	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	1088771	Total 3rd trading period (13-20)"
"Ireland	IE	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	42351187	Total 3rd trading period (13-20)"
"Ireland	IE	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Iceland	IS	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	1902008	Total 3rd trading period (13-20)"
"Iceland	IS	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	1555070	Total 3rd trading period (13-20)"
"Iceland	IS	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	346938	Total 3rd trading period (13-20)"
"Italy	IT	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	10713490	Total 3rd trading period (13-20)"
"Italy	IT	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	10713490	Total 3rd trading period (13-20)"
"Italy	IT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Italy	IT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	26 Production of primary aluminium	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Italy	IT	1.1 Freely allocated allowances	27 Production of secondary aluminium	tonne of CO2 equ.	846719	Total 3rd trading period (13-20)"
"Italy	IT	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	27 Production of secondary aluminium	tonne of CO2 equ.	75991	Total 3rd trading period (13-20)"
"Norway	NO	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	367529	Total 3rd trading period (13-20)"
"Norway	NO	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	32 Manufacture of ceramics	tonne of CO2 equ.	0	Total 3rd trading period (13-20)"
"Norway	NO	2. Verified emissions	33 Manufacture of mineral wool	tonne of CO2 equ.	379880	Total 3rd trading period (13-20)"
"Norway	NO	1.1.1 Free allocation to existing entities (Art. 10a(1))	35 Production of pulp	tonne of CO2 equ.	1783936	Total 3rd trading period (13-20)"
"Norway	NO	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	202144	Total 3rd trading period (13-20)"
"Poland	PL	1. Total allocated allowances (EUA or EUAA)	10 Aviation	tonne of CO2 equ.	3320012	Total 3rd trading period (13-20)"
"Austria	AT	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	1391326	Total 1st trading period (05-07)"
"Austria	AT	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	1985436	Total 1st trading period (05-07)"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	5153022	Total 1st trading period (05-07)"
"Austria	AT	2. Verified emissions	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Belgium	BE	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	62125419	Total 1st trading period (05-07)"
"Belgium	BE	4. Total surrendered units	21  Refining of mineral oil	tonne of CO2 equ.	16961713	Total 1st trading period (05-07)"
"Belgium	BE	1.1.1 Free allocation to existing entities (Art. 10a(1))	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	551317	Total 1st trading period (05-07)"
"Belgium	BE	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Belgium	BE	4. Total surrendered units	35 Production of pulp	tonne of CO2 equ.	334008	Total 1st trading period (05-07)"
"Belgium	BE	1.1.1 Free allocation to existing entities (Art. 10a(1))	42 Production of bulk chemicals	tonne of CO2 equ.	11743980	Total 1st trading period (05-07)"
"Belgium	BE	4.2 Surrendered certified emission reductions (CERs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	2737055	Total 1st trading period (05-07)"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	2. Verified emissions	35 Production of pulp	tonne of CO2 equ.	17179	Total 1st trading period (05-07)"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	41 Production of ammonia	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Lithuania	LT	2. Verified emissions	33 Manufacture of mineral wool	tonne of CO2 equ.	56553	2014"
"Lithuania	LT	2. Verified emissions	33 Manufacture of mineral wool	tonne of CO2 equ.	53021	2015"
"Lithuania	LT	4. Total surrendered units	33 Manufacture of mineral wool	tonne of CO2 equ.	61250	2012"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	33 Manufacture of mineral wool	tonne of CO2 equ.	0	2008"
"Lithuania	LT	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	115794	2010"
"Lithuania	LT	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	48916	2005"
"Lithuania	LT	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2006"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2011"
"Lithuania	LT	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	32312	2012"
"Lithuania	LT	1.1 Freely allocated allowances	41 Production of ammonia	tonne of CO2 equ.	2106249	2013"
"Lithuania	LT	1.1 Freely allocated allowances	41 Production of ammonia	tonne of CO2 equ.	2066309	2014"
"Lithuania	LT	1.1 Freely allocated allowances	41 Production of ammonia	tonne of CO2 equ.	2026057	2015"
"Lithuania	LT	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	212557	2011"
"Lithuania	LT	2. Verified emissions	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	3734	2010"
"Lithuania	LT	4.1 Surrendered EU allowances (EUAs and EUAAs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	3192	2012"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	2010"
"Luxembourg	LU	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	201233	2019"
"Luxembourg	LU	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	1176541	2010"
"Luxembourg	LU	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	200555	2017"
"Luxembourg	LU	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	186172	2018"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	911142	2011"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	959247	2012"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	2006"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	2009"
"Luxembourg	LU	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	1277648	2016"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	3229321	2007"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2488229	2008"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	1251578	2016"
"Luxembourg	LU	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2603349	2005"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	20-99 All stationary installations	tonne of CO2 equ.	0	2010"
"Luxembourg	LU	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2019"
"Luxembourg	LU	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1402746	2006"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1392655	2007"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1030645	2008"
"Luxembourg	LU	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	186796	2009"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	399585	2005"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2011"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2005"
"Luxembourg	LU	1.1 Freely allocated allowances	27 Production of secondary aluminium	tonne of CO2 equ.	36340	2016"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2010"
"Luxembourg	LU	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	561901	2016"
"Luxembourg	LU	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	529622	2019"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	846079	2007"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	746132	2008"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2016"
"Luxembourg	LU	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	138282	2014"
"Luxembourg	LU	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	181767	2015"
"Belgium	BE	3. Estimate to reflect current ETS scope for allowances and emissions	20-99 All stationary installations	tonne of CO2 equ.	30949875	Total 1st trading period (05-07)"
"Austria	AT	1.2 Correction to freely allocated allowances (not reflected in EUTL)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	22  Production of coke	tonne of CO2 equ.	3990237	Total 1st trading period (05-07)"
"Austria	AT	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	18640508	Total 1st trading period (05-07)"
"Austria	AT	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	644242	Total 1st trading period (05-07)"
"Austria	AT	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Austria	AT	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	43167579	Total 1st trading period (05-07)"
"Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	97791309	Total 1st trading period (05-07)"
"Austria	AT	4. Total surrendered units	21  Refining of mineral oil	tonne of CO2 equ.	8524529	Total 1st trading period (05-07)"
"Austria	AT	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	3650399	Total 1st trading period (05-07)"
"Austria	AT	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	3545921	Total 1st trading period (05-07)"
"Austria	AT	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Bulgaria	BG	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	25727287	Total 2nd trading period (08-12)"
"Cyprus	CY	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	8109058	Total 2nd trading period (08-12)"
"Czechia	CZ	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	430389427	Total 2nd trading period (08-12)"
"Czechia	CZ	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	787720	Total 2nd trading period (08-12)"
"Czechia	CZ	4.1 Surrendered EU allowances (EUAs and EUAAs)	22  Production of coke	tonne of CO2 equ.	681041	Total 2nd trading period (08-12)"
"Hungary	HU	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	1119121	Total 2nd trading period (08-12)"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	31 Manufacture of glass	tonne of CO2 equ.	0	2013"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	31 Manufacture of glass	tonne of CO2 equ.	0	2014"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	31 Manufacture of glass	tonne of CO2 equ.	0	2015"
"Luxembourg	LU	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	31 Manufacture of glass	tonne of CO2 equ.	0	2019"
"Luxembourg	LU	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	229216	2010"
"Luxembourg	LU	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	224637	2017"
"Luxembourg	LU	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	223615	2018"
"Luxembourg	LU	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	236012	2011"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	2007"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	2008"
"Latvia	LV	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	198868	2013"
"Latvia	LV	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	198868	2014"
"Latvia	LV	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	198868	2018"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	0	2013"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	0	2017"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	10 Aviation	tonne of CO2 equ.	0	2018"
"Latvia	LV	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	10 Aviation	tonne of CO2 equ.	0	2016"
"Latvia	LV	2. Verified emissions	10 Aviation	tonne of CO2 equ.	0	2010"
"Latvia	LV	2. Verified emissions	10 Aviation	tonne of CO2 equ.	378590	2017"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	2007"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	2778741	2010"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	629819	2017"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	516816	2018"
"Latvia	LV	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	2055779	2006"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	286729	2009"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	40684	2011"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	309685	2012"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	2005"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	2674695	2013"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	2419954	2014"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	2078189	2015"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2567577	2013"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2313591	2014"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2014186	2015"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20-99 All stationary installations	tonne of CO2 equ.	107118	2013"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20-99 All stationary installations	tonne of CO2 equ.	106363	2014"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20-99 All stationary installations	tonne of CO2 equ.	48309	2018"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	3240172	2010"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2049810	2017"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2612632	2018"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1103321	2006"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	2080380	2009"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1834173	2011"
"Latvia	LV	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	828414	2005"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2007"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	20000	2008"
"Latvia	LV	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	399236	2011"
"Latvia	LV	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	399236	2012"
"Latvia	LV	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2017"
"Cyprus	CY	1.3 Allowances auctioned or sold (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	4807423	Total 1st trading period (05-07)"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	4680000	Total 1st trading period (05-07)"
"Czechia	CZ	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)"
